,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
94328,GC-2017-Q2-00023,BIRD STUDIES CANADA,"PORT ROWAN, ON",,Investigating Drivers of Leach's Storm-Petrel Population Decline in Atlantic Canada,,GCXE18P018,202920,9/27/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94329,GC-2017-Q2-00024,BLUE LAKE FOREST EDUCATION SOCIETY,"CRANBROOK, BC",,Idlewild Wetland and Lake Riparian Restoration,,GCXE18C090,50758,7/18/17,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94330,GC-2017-Q2-00025,BLUENOSE COASTAL ACTION FOUNDATION,"LUNENBURG, NS",,Phase Three of the Petite Rivière Watershed Shale Pit Remediation & Wetland Expansion Project,,GCXE18C108,105000,8/10/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94331,GC-2017-Q2-00026,BLUENOSE COASTAL ACTION FOUNDATION,"LUNENBURG, NS",,American Eel & Southern Uplands Atlantic Salmon - Habitat Use & Invasive Species,,GCXE18C279,55000,9/11/17,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94332,GC-2017-Q2-00027,BLUENOSE COASTAL ACTION FOUNDATION,"LUNENBURG, NS",,Atlantic Whitefish Recovery Project 2017-18,,GCXE18C300,203500,9/7/17,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94333,GC-2017-Q2-00029,BRITISH COLUMBIA CONSERVATION FOUNDATION,"SURREY, BC",,Habitat Stewardship for Recovery of Species at Risk on British Columbia’s Sunshine Coast,,GCXE18C250,62280,10/6/17,,,,Multi-year agreement.  Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94334,GC-2017-Q2-00030,BRITISH COLUMBIA CONSERVATION FOUNDATION,"SURREY, BC",,"""Got Bats” Engaging British Columbia Citizens In Bat Conservation",,GCXE18C305,132750,7/28/17,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94335,GC-2017-Q2-00031,BRUCE PENINSULA BIOSPHERE ASSOCIATION,"STOKES BAY, ON",,"Regional Management of Invasive Phragmites on the Bruce Peninsula, Ontario",,GCXE18C060,30290,7/14/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94336,GC-2017-Q2-00039,CANADIAN WILDLIFE FEDERATION,"KANATA, ON",,Tools To Train Canada's Marine Animal Emergency Responders,,GCXE18C287,89107,9/29/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94337,GC-2017-Q2-00032,BRUCE PENINSULA BIOSPHERE ASSOCIATION,"STOKES BAY, ON",,Six Streams Initiative: Soil and Nutrient Conservation to Enhance Resiliency in Natural and Agricultural Systems,,GCXE18P086,93556,9/12/17,,,,Multi-year agreement.  Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94338,GC-2017-Q2-00033,CANADA BIKES,"OTTAWA, ON",,"If You Build It, They Will Come: Increasing Cycling, Decreasing Emissions",,GCXE18P088,88550,9/5/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94339,GC-2017-Q2-00034,CANADIAN CHAMBER OF COMMERCE,"OTTAWA, ON",,Climate Smart Chamber Initiative,,GCXE18P085,96000,9/20/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94340,GC-2017-Q2-00035,CANADIAN PARKS AND WILDERNESS SOCIETY NEWFOUNDLAND AND LABRADOR,"ST. JOHN'S, NL",,Protection of Piping Plover and Red Knot along the Northeast Coast of Newfoundland and Labrador,,GCXE18C197,31100,8/3/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94341,GC-2017-Q2-00036,CANADIAN SEA TURTLE NETWORK,"HALIFAX, NS",,Conserving Endangered Leatherback Sea Turtles in Atlantic Canadian Waters with the Help of Commercial Fishermen,,GCXE18C275,325830,9/28/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94342,GC-2017-Q2-00037,CANADIAN WATER NETWORK,"WATERLOO, ON",,Accuracy of estimated nutrient loads to watersheds,,GCXE18S013,75000,8/14/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94343,GC-2017-Q2-00038,CANADIAN WHALE INSTITUTE,"WILSONS BEACH, NB",,"Whale Entanglement Response, Capacity Building, and Stewardship for Developing Entanglement Prevention with Fishing Industry",,GCXE18C265,188530,10/5/17,,,,Multi-year agreement.  Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94344,GC-2017-Q2-00041,CATHERINE TARASOFF,"KAMLOOPS, BC",,Assessing the Feasibility of Water Level Manipulations to Control Yellow Flag Iris Within High Value Wetland Ecosystems – A Case Study at Cheam Wetlands,,GCXE18C067,43000,7/18/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94345,GC-2017-Q2-00042,CBWES INC.,"TERENCE BAY, NS",,Converse Marsh Managed Re-alignment and Tidal Wetland Restoration Project.,,GCXE18C117,193410,8/31/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94346,GC-2017-Q2-00043,CÉGEP DE LA POCATIÈRE,"LA POCATIÈRE, QC",,Study of semipalmated sandpiper migratory strategies at the North America scale using Motus network,,GCXE18C223,58550,8/28/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94347,GC-2017-Q2-00057,CONSERVATION OF ARCTIC FLORA AND FAUNA INTERNATIONAL SECRETARIAT,AKUREYRI,,Implementation of Conservation of Arctic Flora and Fauna work plan,,GCXE18C075,30000,8/29/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94348,GC-2017-Q2-00044,CENTRE FOR INDIGENOUS ENVIRONMENTAL RESOURCES,"WINNIPEG, MB",,Phase II of Indigenous Involvement in the Network of Networks: Towards the enhancement of Indigenous monitoring network design by integrating Western Science and Indigenous Traditional Knowledge,,GCXE18M012,107160,9/5/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94349,GC-2017-Q2-00045,CETUS RESEARCH AND CONSERVATION SOCIETY,"VICTORIA, BC",,Stewardship for Marine Species at Risk in the Strait of Georgia (Straitwatch),,GCXE18C195,30575,8/15/17,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94350,GC-2017-Q2-00125,MI’KMAQ ALSUMK MOWIMSIKIK KOQOEY ASSOCIATION,"CORNER BROOK, NL",,Avian Species at Risk Monitoring,,GCXE18C018,44070,9/15/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94351,GC-2017-Q2-00046,CITY OF NORTH VANCOUVER,"NORTH VANCOUVER, BC",,Lower Mackay Creek Fish Habitat Restoration,,1000396344,85000,8/3/17,,,,Multi-year agreement.  Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94352,GC-2017-Q2-00047,CLEAN ANNAPOLIS RIVER PROJECT,"ANNAPOLIS ROYAL, NS",,Restoration and Enhancement of Wetlands in Working Landscapes,,GCXE18C106,99456,9/5/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94353,GC-2017-Q2-00048,CLEAN FOUNDATION,"DARTMOUTH, NS",,Clean Foundation Youth Internship Program,,GCXE18S008,400000,7/18/17,,,,Recipient redistributes the contribution award to third-party beneficiaries.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94354,GC-2017-Q2-00049,COBEQUID SALMON ASSOCIATION,"TRURO, NS",,Little River (Creamery Brook) Habitat Restoration Project,,GCXE18C204,33915,9/27/17,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94355,GC-2017-Q2-00058,COWICHAN COMMUNITY LAND TRUST SOCIETY,"DUNCAN, BC",,Adapting to Climate Change: Community Workshops and Estuary Restoration Project,,GCXE18P064,62902,9/11/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94356,GC-2017-Q2-00050,COLLEGE COMMUNAUTAIRE DU NOUVEAU BRUNSWICK,"BATHURST, NB",,Planning for restoration and improvement of a wetland of provincial importance strongly degraded in an rural area in development (2017-18) and implementation of the plan (2018-19),,GCXE18C094,60000,8/30/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94357,GC-2017-Q2-00051,COLLEGES AND INSTITUTES CANADA,"OTTAWA, ON",,Clean Tech Internship Program,,GCXE18S011,5720000,7/11/17,,,,Multi-year agreement.  Recipient redistributes the contribution award to third-party beneficiaries.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94358,GC-2017-Q2-00052,COMITÉ ZIP DES SEIGNEURIES,"SAINT-SULPICE, QC",,Japanese knotweed: restoration and best practices education,,GCXE18P023,90501,8/8/17,,,,Multi-year agreement.  Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94359,GC-2017-Q2-00053,CONFEDERACY OF MAINLAND MI’KMAQ,"TRURO, NS",,Remediation of Barriers to Fish Migration in the Stewiacke Watershed: 2017-2018,,GCXE18C208,36764,8/17/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94360,GC-2017-Q2-00054,CONFEDERACY OF MAINLAND MI'KMAQ,"TRURO, NS",,Barneys River Atlantic Salmon Monitoring and Habitat Restoration,,1000397354,105132,8/29/17,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94361,GC-2017-Q2-00055,CONFEDERACY OF MAINLAND MI'KMAQ,"TRURO, NS",,Mi’kmaw Engagement in Species at Risk Stewardship and Recovery of Black Ash in Nova Scotia,,GCXE18C037,28139,7/17/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94362,GC-2017-Q2-00056,CONSEIL DES ABÉNAKIS D'ODANAK,"ODANAK, QC",,Odanak yellow perch project - Marsh restoration,,GCXE18P007,39126,7/13/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94363,GC-2017-Q2-00059,DALHOUSIE UNIVERSITY,"HALIFAX, NS",,Conservation of High Quality Habitat for Landbird Species at Risk in Nova Scotia,,GCXE18C196,30635,9/27/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94364,GC-2017-Q2-00060,DEERWOOD SOIL AND WATER MANAGEMENT ASSOCIATION,"MIAMI, MB",,Water Retention on Tobacco Creek,,GCXE18P052,35000,8/18/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94365,GC-2017-Q2-00061,DELTA FARMLAND & WILDLIFE TRUST,"DELTA, BC",,Supporting Agricultural Stewardship Of Grassland And Hedgerow Habitat In The Fraser River Delta,,GCXE18C155,40000,7/20/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94366,GC-2017-Q2-00062,DISTRICT OF KENT,"AGASSIZ, BC",,District of Kent - Oregon Spotted Frog Habitat and Drainage Enhancement,,GCXE18C306,83928,9/11/17,,,,Multi-year agreement.  Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94367,GC-2017-Q2-00063,DRS EARTHWISE SOCIETY,"DELTA, BC",,Earthwise Agassiz Streamside and Woodland Trail,,GCXE18P033,29500,10/3/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94368,GC-2017-Q2-00064,DUCKS UNLIMITED CANADA,"AMHERST, NS",,"Activities Supporting the Conservation of North American Waterfowl Management Plan priority species through the Eastern Habitat Joint Venture, Sea Duck Joint Venture and Black Duck Joint Venture.",,GCXE18C036,300000,9/29/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94369,GC-2017-Q2-00065,DUCKS UNLIMITED CANADA,"STONEWALL, MB",,"Wetland Securement and Restoration in the Prairie Ecozone of Saskatchewan: Allan Hills, Dana Hills, Lightning, Missouri Coteau, Pheasant Hills, Thickwood Hills, Virden Sask and Upper Assiniboine Target Landscapes",,GCXE18C113,489000,10/5/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94370,GC-2017-Q2-00102,INTERNATIONAL INSTITUTE FOR SUSTAINABLE DEVELOPMENT,"WINNIPEG, MB",,National Adaptation Plans Global Network,,GCXE18I002,2000000,8/22/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94371,GC-2017-Q2-00066,DUCKS UNLIMITED CANADA,"STONEWALL, MB",,"Prairie Wetland Securement and Restoration in Manitoba: Alexander-Griswold, Killarney, Minnedosa-Shoal Lake and Virden Prairie Habitat Joint Venture Target Landscapes",,GCXE18C116,237000,10/5/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94372,GC-2017-Q2-00075,ECOSUPERIOR ENVIRONMENTAL PROGRAMS,"THUNDER BAY, ON",,Design and Implementation of Stormwater Low Impact Development on the McIntyre River,,GCXE18P014,35000,7/14/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94373,GC-2017-Q2-00067,DUCKS UNLIMITED CANADA,"STONEWALL, MB",,"Wetland Restoration and Science in New Brunswick, Nova Scotia, and Prince Edward Island",,GCXE18C121,70000,8/22/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94374,GC-2017-Q2-00068,DUCKS UNLIMITED CANADA,"STONEWALL, MB",,Southern Great Lakes Mixed Woodland Plain Ecozone: Wetland Enhancement and Science,,GCXE18C124,75000,8/3/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94375,GC-2017-Q2-00069,DUCKS UNLIMITED CANADA,"STONEWALL, MB",,Wetland Enhancement in British Columbia,,GCXE18C130,155848,8/17/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94376,GC-2017-Q2-00070,DUCKS UNLIMITED CANADA,"STONEWALL, MB",,NL Wetland Conservation in a Changing Climate,,GCXE18P075,183000,9/11/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94377,GC-2017-Q2-00071,EARTH RANGERS FOUNDATION,"WOODBRIDGE, ON",,Earth Rangers: Expanding Conservation Programming,,GCXE18C222,700000,8/15/17,,,,Recipient redistributes the contribution award to third-party beneficiaries.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94378,GC-2017-Q2-00072,EASTERN NOVA SCOTIA MARINE STEWARDSHIP SOCIETY,"SYDNEY, NS",,Establishing Local Capacity in the Louisbourg Area to Reduce Fishing Gear Entanglement,,GCXE18C199,32200,9/28/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94379,GC-2017-Q2-00073,ECHO ECOLOGICAL ENTERPRISES,"VANCOUVER, BC",,Wetland Monitoring and Habitat Restoration Assessment Project in British Columbia's North Shore Mountains,,GCXE18C151,33180,7/28/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94380,GC-2017-Q2-00074,ÉCOBÂTIMENT,"QUÉBEC, QC",,Action group for sustainable energy and buildings in the Magdalen Islands,,GCXE18P045,50000,8/2/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94381,GC-2017-Q2-00076,ECOSUPERIOR ENVIRONMENTAL PROGRAMS,"THUNDER BAY, ON",,Protection of Lake Superior water quality through community actions to reduce plastic marine debris. ,,GCXE18P108,38000,8/29/17,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94382,GC-2017-Q2-00077,ENVIRONMENTAL CAREERS ORGANIZATION CANADA,"CALGARY, AB",,Environmental Youth Corps,,GCXE18S012,17618000,7/7/17,,,,Multi-year agreement.  Recipient redistributes the contribution award to third-party beneficiaries.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94383,GC-2017-Q2-00078,EOS ECO-ENERGY INC,"SACKVILLE, NB",,Implementing Emissions Reduction Plans in Tantramar: Community Draft-Proofing Work Parties,,GCXE18P072,96000,8/3/17,,,,Multi-year agreement.  Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94384,099-2019-2020-02-00162,Stephanie Malouin-Buswell,Montreal | Montréal,,,,,1000,9/30/19,,MeteoHack - Red Leaf,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94385,GC-2017-Q2-00081,EXPLOS-NATURE,"LES BERGERONNES, QC",,Tadoussac Bird Observatory migration monitoring programs,,GCXE18C077,45000,8/28/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94386,GC-2017-Q2-00111,LA SOCIÉTÉ CANADIENNE DU CANCER,"MONTRÉAL, QC",,"The  ""Move your feet"" Challenge",,GCXE18M007,61000,9/20/17,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
